26427, 1
1509, 0
36535, 8
162, 0
4153, 0
1716, 0
5187, 0
2033, 0
9391, 0
647, 0
14357, 2
9036, 0
98266, 4
1246, 0
15409, 0
1966, 0
324, 0
3502, 0
468, 0
65257, 1
26346, 0
1264, 0
6407, 0
1248, 0
11569, 0
4003, 0
2939, 0
6554, 0
6143, 0
35288, 1
21196, 0
1262, 0
5459, 2
40223, 2
14068, 0
3264, 0
1275, 0
998, 1
5653, 0
3488, 0
2783, 0
691, 0
16788, 0
178, 0
1805, 0
241, 0
1707, 0
11206, 1
49616, 4
6084, 1
338, 0
1533, 0
2675, 0
5273, 0
2282, 0
687, 0
6511, 0
978, 0
806, 0
10918, 0
5521, 1
2570, 1
10199, 0
421, 0
3124, 0
2834, 0
1778, 0
28635, 2
3404, 0
3562, 0
697, 0
17447, 1
3539, 0
13427, 0
48546, 0
13478, 0
6851, 0
24408, 0
5663, 0
42560, 6
9314, 0
133622, 6
11081, 0
1368, 0
3893, 0
1768, 0
691, 0
6443, 0
3662, 0
2038, 0
9667, 0
1480, 0
9102, 0
10363, 0
1258, 0
15667, 0
1138, 0
6063, 0
1549, 0
3707, 0
769, 0
5767, 1
839, 0
24007, 2
12967, 0
25617, 4
578, 0
28818, 0
109300, 0
894, 0
10065, 0
3728, 0
108416, 2
17197, 0
5348, 1
3025, 0
5996, 0
1017, 0
913, 0
30708, 0
4054, 1
4037, 0
13279, 0
4295, 0
5973, 0
23386, 0
2382, 0
3974, 0
2836, 0
23198, 0
12109, 0
1355, 0
12102, 0
5924, 1
11006, 0
1964, 0
1740, 0
751, 0
4156, 0
2269, 0
6607, 0
310, 0
8228, 0
2551, 0
1952, 0
6749, 0
3954, 0
32195, 0
36574, 0
2076, 0
3866, 0
8812, 0
16048, 0
4526, 0
2964, 0
1591, 0
983, 0
1995, 0
7302, 0
8224, 0
1702, 0
2835, 0
337, 0
1661, 0
3369, 0
2787, 0
6327, 1
5517, 1
2498, 0
2374, 0
1599, 0
6053, 0
11523, 0
1531, 0
1785, 0
8808, 0
3806, 0
5938, 0
6508, 0
2556, 0
11392, 0
9285, 0
23242, 0
1254, 0
5223, 0
19553, 1
6999, 0
4809, 0
2227, 0
5072, 0
5266, 0
14321, 0
2949, 0
3530, 0
3512, 0
29229, 0
2037, 0
2675, 0
19285, 0
629, 0
748, 0
390, 0
2812, 0
3617, 0
2917, 0
7866, 0
940, 1
7277, 0
5254, 0
2024, 0
5296, 1
20934, 1
1485, 0
3418, 0
7199, 0
159, 0
132460, 3
8057, 0
28414, 2
